away_goals,year,home_behinds,home_goals,away_behinds,away_team,home_team,venue,home_score,away_score,roundname,winner
12,2013,18,13,8,Port Adelaide,Geelong,M.C.G.,96,80,Semi-Final,Geelong
8,2013,8,13,14,Carlton,Sydney,Stadium Australia,86,62,Semi-Final,Sydney
15,2013,18,14,7,Geelong,Hawthorn,M.C.G.,102,97,Preliminary Final,Hawthorn
11,2013,15,14,8,Sydney,Fremantle,Subiaco,99,74,Preliminary Final,Fremantle
8,2013,11,11,14,Fremantle,Hawthorn,M.C.G.,77,62,Grand Final,Hawthorn
17,2014,16,5,14,Fremantle,Collingwood,Docklands,46,116,Round 1,Fremantle
9,2014,9,15,13,Sydney,Greater Western Sydney,Sydney Showground,99,67,Round 1,Greater Western Sydney
10,2014,15,12,9,Richmond,Gold Coast,Carrara,87,69,Round 1,Gold Coast
18,2014,15,12,12,Port Adelaide,Carlton,Docklands,87,120,Round 1,Port Adelaide
12,2014,11,18,9,Adelaide,Geelong,GMHBA Stadium,119,81,Round 1,Geelong
15,2014,6,9,9,Essendon,North Melbourne,Docklands,60,99,Round 1,Essendon
13,2014,13,21,13,Brisbane Lions,Hawthorn,University of Tasmania Stadium,139,91,Round 1,Hawthorn
6,2014,8,10,15,Melbourne,St Kilda,Docklands,68,51,Round 1,St Kilda
11,2014,8,21,3,Western Bulldogs,West Coast,Subiaco,134,69,Round 1,West Coast
12,2014,14,14,14,Carlton,Richmond,M.C.G.,98,86,Round 2,Richmond
13,2014,14,12,12,Hawthorn,Essendon,Docklands,86,90,Round 2,Hawthorn
13,2014,5,15,10,Greater Western Sydney,St Kilda,Docklands,95,88,Round 2,St Kilda
11,2014,13,19,7,Adelaide,Port Adelaide,Adelaide Oval,127,73,Round 2,Port Adelaide
5,2014,15,12,9,Gold Coast,Fremantle,Subiaco,87,39,Round 2,Fremantle
12,2014,9,10,17,Collingwood,Sydney,Stadium Australia,69,89,Round 2,Collingwood
13,2014,8,10,15,Geelong,Brisbane Lions,Gabba,68,93,Round 2,Geelong
18,2014,6,4,15,West Coast,Melbourne,M.C.G.,30,123,Round 2,West Coast
12,2014,6,8,11,North Melbourne,Western Bulldogs,Docklands,54,83,Round 2,North Melbourne
11,2014,11,21,13,Fremantle,Hawthorn,M.C.G.,137,79,Round 3,Hawthorn
15,2014,10,15,8,Richmond,Western Bulldogs,Docklands,100,98,Round 3,Western Bulldogs
21,2014,17,9,8,Sydney,Adelaide,Adelaide Oval,71,134,Round 3,Sydney
9,2014,12,17,7,Brisbane Lions,Gold Coast,Carrara,114,61,Round 3,Gold Coast
8,2014,11,12,10,St Kilda,West Coast,Subiaco,83,58,Round 3,West Coast
12,2014,10,11,15,Geelong,Collingwood,M.C.G.,76,87,Round 3,Geelong
7,2014,19,10,5,Melbourne,Greater Western Sydney,Sydney Showground,79,47,Round 3,Greater Western Sydney
13,2014,13,14,12,Port Adelaide,North Melbourne,Docklands,97,90,Round 3,North Melbourne
8,2014,12,21,9,Carlton,Essendon,M.C.G.,138,57,Round 3,Essendon
16,2014,12,10,14,Collingwood,Richmond,M.C.G.,72,110,Round 4,Collingwood
12,2014,16,7,9,Melbourne,Carlton,M.C.G.,58,81,Round 4,Melbourne
7,2014,15,24,4,Brisbane Lions,Port Adelaide,Adelaide Oval,159,46,Round 4,Port Adelaide
17,2014,11,12,8,Western Bulldogs,Greater Western Sydney,UNSW Canberra Oval,83,110,Round 4,Western Bulldogs
4,2014,11,16,8,West Coast,Geelong,GMHBA Stadium,107,32,Round 4,Geelong
23,2014,7,7,10,Hawthorn,Gold Coast,Carrara,49,148,Round 4,Hawthorn
13,2014,12,6,13,North Melbourne,Sydney,S.C.G.,48,91,Round 4,North Melbourne
20,2014,8,7,16,Adelaide,St Kilda,Docklands,50,136,Round 4,Adelaide
9,2014,5,18,6,Essendon,Fremantle,Subiaco,113,60,Round 4,Fremantle
15,2014,9,9,16,Richmond,Brisbane Lions,Gabba,63,106,Round 5,Richmond
8,2014,15,13,10,North Melbourne,Collingwood,M.C.G.,93,58,Round 5,Collingwood
11,2014,14,13,9,Fremantle,Sydney,S.C.G.,92,75,Round 5,Sydney
11,2014,11,9,15,St Kilda,Essendon,Docklands,65,81,Round 5,St Kilda
10,2014,14,7,10,Port Adelaide,West Coast,Subiaco,56,70,Round 5,Port Adelaide
10,2014,11,21,12,Greater Western Sydney,Adelaide,Adelaide Oval,137,72,Round 5,Adelaide
11,2014,12,11,20,Gold Coast,Melbourne,M.C.G.,78,86,Round 5,Gold Coast
18,2014,13,13,11,Carlton,Western Bulldogs,Docklands,91,119,Round 5,Carlton
12,2014,16,15,15,Hawthorn,Geelong,M.C.G.,106,87,Round 5,Geelong
8,2014,11,12,12,Essendon,Collingwood,M.C.G.,83,60,Round 6,Collingwood
12,2014,13,11,10,Brisbane Lions,St Kilda,Wellington,79,82,Round 6,Brisbane Lions
10,2014,13,8,14,North Melbourne,Fremantle,Subiaco,61,74,Round 6,North Melbourne
13,2014,14,20,16,Greater Western Sydney,Gold Coast,Carrara,134,94,Round 6,Gold Coast
12,2014,8,14,17,West Coast,Carlton,Docklands,92,89,Round 6,Carlton
9,2014,8,5,15,Sydney,Melbourne,M.C.G.,38,69,Round 6,Sydney
13,2014,11,12,14,Adelaide,Western Bulldogs,Docklands,83,92,Round 6,Adelaide
18,2014,10,7,10,Hawthorn,Richmond,M.C.G.,52,118,Round 6,Hawthorn
9,2014,11,16,13,Geelong,Port Adelaide,Adelaide Oval,107,67,Round 6,Port Adelaide
14,2014,10,10,20,Collingwood,Carlton,M.C.G.,70,104,Round 7,Collingwood
4,2014,13,27,6,St Kilda,Hawthorn,M.C.G.,175,30,Round 7,Hawthorn
20,2014,7,15,12,Port Adelaide,Greater Western Sydney,UNSW Canberra Oval,97,132,Round 7,Port Adelaide
11,2014,13,9,4,Melbourne,Adelaide,Adelaide Oval,67,70,Round 7,Melbourne
18,2014,8,6,15,Sydney,Brisbane Lions,Gabba,44,123,Round 7,Sydney
9,2014,13,10,11,Western Bulldogs,Essendon,Docklands,73,65,Round 7,Essendon
18,2014,11,11,12,Gold Coast,North Melbourne,Docklands,77,120,Round 7,Gold Coast
12,2014,15,11,4,Richmond,Geelong,M.C.G.,81,76,Round 7,Geelong
11,2014,12,7,7,Fremantle,West Coast,Subiaco,54,73,Round 7,Fremantle
13,2014,17,15,10,Hawthorn,Sydney,Stadium Australia,107,88,Round 8,Sydney
11,2014,16,13,10,Fremantle,Port Adelaide,Adelaide Oval,94,76,Round 8,Port Adelaide
9,2014,9,8,11,Essendon,Brisbane Lions,Gabba,57,65,Round 8,Essendon
15,2014,11,12,9,Western Bulldogs,Melbourne,M.C.G.,83,99,Round 8,Western Bulldogs
12,2014,8,30,5,Greater Western Sydney,West Coast,Subiaco,188,77,Round 8,West Coast
15,2014,15,9,11,Carlton,St Kilda,Docklands,69,101,Round 8,Carlton
7,2014,16,10,13,Collingwood,Adelaide,Adelaide Oval,76,55,Round 9,Adelaide
18,2014,10,9,6,Sydney,Essendon,Docklands,64,114,Round 9,Sydney
14,2014,20,9,7,Melbourne,Richmond,M.C.G.,74,91,Round 9,Melbourne
6,2014,23,17,2,Brisbane Lions,North Melbourne,Docklands,125,38,Round 9,North Melbourne
9,2014,18,13,10,Geelong,Fremantle,Subiaco,96,64,Round 9,Fremantle
19,2014,9,13,11,Gold Coast,St Kilda,Docklands,87,125,Round 9,Gold Coast
13,2014,15,16,13,North Melbourne,Geelong,GMHBA Stadium,111,91,Round 10,Geelong
24,2014,11,5,10,Richmond,Greater Western Sydney,Sydney Showground,41,154,Round 10,Richmond
15,2014,7,17,11,West Coast,Collingwood,M.C.G.,109,101,Round 10,Collingwood
13,2014,10,15,8,Hawthorn,Port Adelaide,Adelaide Oval,100,86,Round 10,Port Adelaide
10,2014,11,18,14,Western Bulldogs,Gold Coast,Carrara,119,74,Round 10,Gold Coast
10,2014,9,12,16,Adelaide,Carlton,M.C.G.,81,76,Round 10,Carlton
5,2014,16,22,8,Geelong,Sydney,S.C.G.,148,38,Round 11,Sydney
21,2014,6,8,14,Collingwood,St Kilda,Docklands,54,140,Round 11,Collingwood
14,2014,9,11,11,Port Adelaide,Melbourne,Traeger Park,75,95,Round 11,Port Adelaide
13,2014,14,14,13,Carlton,Brisbane Lions,Gabba,98,91,Round 11,Brisbane Lions
7,2014,14,15,12,Richmond,Essendon,M.C.G.,104,54,Round 11,Essendon
11,2014,13,16,11,Gold Coast,Adelaide,Adelaide Oval,109,77,Round 11,Adelaide
13,2014,15,6,11,Fremantle,Western Bulldogs,Docklands,51,89,Round 11,Fremantle
13,2014,10,14,9,Greater Western Sydney,Hawthorn,M.C.G.,94,87,Round 11,Hawthorn
12,2014,8,6,10,North Melbourne,West Coast,Subiaco,44,82,Round 11,North Melbourne
15,2014,11,16,12,Carlton,Geelong,Docklands,107,102,Round 12,Geelong
12,2014,9,19,7,West Coast,Hawthorn,University of Tasmania Stadium,123,79,Round 12,Hawthorn
9,2014,15,19,5,St Kilda,Port Adelaide,Adelaide Oval,129,59,Round 12,Port Adelaide
11,2014,12,9,15,Essendon,Greater Western Sydney,Sydney Showground,66,81,Round 12,Essendon
14,2014,9,13,11,Brisbane Lions,Western Bulldogs,Docklands,87,95,Round 12,Brisbane Lions
17,2014,14,10,7,Sydney,Gold Coast,Carrara,74,109,Round 12,Sydney
7,2014,18,12,8,Adelaide,Fremantle,Subiaco,90,50,Round 12,Fremantle
13,2014,14,17,10,Richmond,North Melbourne,Docklands,116,88,Round 12,North Melbourne
8,2014,10,3,13,Collingwood,Melbourne,M.C.G.,28,61,Round 12,Collingwood
18,2014,12,13,10,Hawthorn,Carlton,M.C.G.,90,118,Round 13,Hawthorn
16,2014,13,12,9,Fremantle,Richmond,M.C.G.,85,105,Round 13,Fremantle
13,2014,14,14,16,Port Adelaide,Sydney,S.C.G.,98,94,Round 13,Sydney
15,2014,13,15,10,Gold Coast,West Coast,Subiaco,103,100,Round 13,West Coast
10,2014,13,16,13,North Melbourne,Adelaide,Adelaide Oval,109,73,Round 13,Adelaide
19,2014,8,12,11,Greater Western Sydney,Brisbane Lions,Gabba,80,125,Round 13,Greater Western Sydney
5,2014,13,20,7,St Kilda,Geelong,GMHBA Stadium,133,37,Round 13,Geelong
16,2014,8,15,10,Western Bulldogs,Collingwood,Docklands,98,106,Round 13,Western Bulldogs
12,2014,17,10,6,Melbourne,Essendon,M.C.G.,77,78,Round 13,Melbourne
9,2014,9,7,8,Sydney,Richmond,M.C.G.,51,62,Round 14,Sydney
8,2014,14,19,8,Western Bulldogs,Port Adelaide,Adelaide Oval,128,56,Round 14,Port Adelaide
13,2014,13,17,8,Collingwood,Hawthorn,M.C.G.,115,86,Round 14,Hawthorn
11,2014,16,17,12,Geelong,Gold Coast,Carrara,118,78,Round 14,Gold Coast
3,2014,15,15,4,Brisbane Lions,Fremantle,Subiaco,105,22,Round 14,Fremantle
14,2014,11,15,8,Adelaide,Essendon,Docklands,101,92,Round 14,Essendon
14,2014,10,15,8,Carlton,Greater Western Sydney,Sydney Showground,100,92,Round 14,Greater Western Sydney
15,2014,10,10,13,West Coast,St Kilda,Docklands,70,103,Round 14,West Coast
15,2014,6,10,17,North Melbourne,Melbourne,M.C.G.,66,107,Round 14,North Melbourne
11,2014,11,13,14,Essendon,Geelong,Docklands,89,80,Round 15,Geelong
10,2014,14,17,3,Gold Coast,Hawthorn,University of Tasmania Stadium,116,63,Round 15,Hawthorn
18,2014,7,11,9,Richmond,St Kilda,Docklands,73,117,Round 15,Richmond
